citizen_id,scheme_id,age,gender,is_student,first_higher_education_course,school_background,marital_status,is_orphan,is_destitute,occupation_category,wet_land_acres,dry_land_acres,eligible,eligibility_reason
C000005,TN-SW-001,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000005,TN-SW-002,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000005,TN-SW-004,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000005,TN-SW-006,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000005,TN-REV-001,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000005,TN-REV-002,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000006,TN-SW-001,24,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000006,TN-SW-002,24,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000006,TN-SW-004,24,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000006,TN-SW-006,24,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0,1,Eligible: female; orphan; age 24 is 18 or above.
C000006,TN-REV-001,24,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000006,TN-REV-002,24,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000007,TN-SW-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000007,TN-SW-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000007,TN-SW-004,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000007,TN-SW-006,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000007,TN-REV-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000007,TN-REV-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000008,TN-SW-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000008,TN-SW-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000008,TN-SW-004,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000008,TN-SW-006,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000008,TN-REV-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000008,TN-REV-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000009,TN-SW-001,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000009,TN-SW-002,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000009,TN-SW-004,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000009,TN-SW-006,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000009,TN-REV-001,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000009,TN-REV-002,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000010,TN-SW-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000010,TN-SW-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000010,TN-SW-004,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000010,TN-SW-006,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000010,TN-REV-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000010,TN-REV-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000011,TN-SW-001,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000011,TN-SW-002,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: gender must be male.
C000011,TN-SW-004,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000011,TN-SW-006,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: must be an orphan.
C000011,TN-REV-001,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000011,TN-REV-002,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: age must be 50 or above.
C000012,TN-SW-001,21,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000012,TN-SW-002,21,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000012,TN-SW-004,21,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000012,TN-SW-006,21,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000012,TN-REV-001,21,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000012,TN-REV-002,21,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: must be never married; age must be 50 or above; must be destitute.
C000013,TN-SW-001,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000013,TN-SW-002,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000013,TN-SW-004,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000013,TN-SW-006,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000013,TN-REV-001,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000013,TN-REV-002,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: must be never married; age must be 50 or above; must be destitute.
C000014,TN-SW-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000014,TN-SW-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000014,TN-SW-004,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000014,TN-SW-006,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000014,TN-REV-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000014,TN-REV-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000015,TN-SW-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000015,TN-SW-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000015,TN-SW-004,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000015,TN-SW-006,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000015,TN-REV-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000015,TN-REV-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000016,TN-SW-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000016,TN-SW-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000016,TN-SW-004,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000016,TN-SW-006,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000016,TN-REV-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000016,TN-REV-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000017,TN-SW-001,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000017,TN-SW-002,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000017,TN-SW-004,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000017,TN-SW-006,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000017,TN-REV-001,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000017,TN-REV-002,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000018,TN-SW-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000018,TN-SW-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000018,TN-SW-004,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000018,TN-SW-006,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000018,TN-REV-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000018,TN-REV-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000019,TN-SW-001,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000019,TN-SW-002,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000019,TN-SW-004,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000019,TN-SW-006,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000019,TN-REV-001,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000019,TN-REV-002,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000020,TN-SW-001,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000020,TN-SW-002,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000020,TN-SW-004,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000020,TN-SW-006,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000020,TN-REV-001,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000020,TN-REV-002,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000021,TN-SW-001,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000021,TN-SW-002,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000021,TN-SW-004,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000021,TN-SW-006,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000021,TN-REV-001,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000021,TN-REV-002,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000022,TN-SW-001,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000022,TN-SW-002,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000022,TN-SW-004,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000022,TN-SW-006,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000022,TN-REV-001,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000022,TN-REV-002,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000023,TN-SW-001,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000023,TN-SW-002,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: gender must be male.
C000023,TN-SW-004,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000023,TN-SW-006,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: must be an orphan.
C000023,TN-REV-001,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000023,TN-REV-002,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: age must be 50 or above.
C000024,TN-SW-001,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000024,TN-SW-002,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000024,TN-SW-004,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000024,TN-SW-006,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000024,TN-REV-001,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000024,TN-REV-002,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000025,TN-SW-001,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000025,TN-SW-002,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000025,TN-SW-004,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000025,TN-SW-006,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000025,TN-REV-001,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000025,TN-REV-002,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000026,TN-SW-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000026,TN-SW-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000026,TN-SW-004,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000026,TN-SW-006,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000026,TN-REV-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000026,TN-REV-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000027,TN-SW-001,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000027,TN-SW-002,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000027,TN-SW-004,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000027,TN-SW-006,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000027,TN-REV-001,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000027,TN-REV-002,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000028,TN-SW-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000028,TN-SW-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000028,TN-SW-004,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000028,TN-SW-006,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000028,TN-REV-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000028,TN-REV-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000029,TN-SW-001,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000029,TN-SW-002,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000029,TN-SW-004,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000029,TN-SW-006,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000029,TN-REV-001,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000029,TN-REV-002,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000030,TN-SW-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000030,TN-SW-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000030,TN-SW-004,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000030,TN-SW-006,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000030,TN-REV-001,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000030,TN-REV-002,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000031,TN-SW-001,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000031,TN-SW-002,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000031,TN-SW-004,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000031,TN-SW-006,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000031,TN-REV-001,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000031,TN-REV-002,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000032,TN-SW-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000032,TN-SW-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000032,TN-SW-004,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000032,TN-SW-006,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000032,TN-REV-001,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000032,TN-REV-002,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000033,TN-SW-001,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000033,TN-SW-002,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000033,TN-SW-004,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000033,TN-SW-006,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000033,TN-REV-001,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000033,TN-REV-002,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,0,Not eligible: age must be 50 or above; must be destitute.
C000034,TN-SW-001,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000034,TN-SW-002,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: gender must be male.
C000034,TN-SW-004,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000034,TN-SW-006,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: must be an orphan.
C000034,TN-REV-001,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000034,TN-REV-002,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0,0,Not eligible: age must be 50 or above.
C000035,TN-SW-001,20,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
C000035,TN-SW-002,20,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: gender must be male.
C000035,TN-SW-004,20,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: must be a widow remarrying.
C000035,TN-SW-006,20,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: must be an orphan.
C000035,TN-REV-001,20,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: occupation is not an official main-member group.
C000035,TN-REV-002,20,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0,0,Not eligible: must be never married; age must be 50 or above; must be destitute.
C000036,TN-SW-001,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0,1,Eligible: female; student; first higher education course; government-school background.
