citizen_id,age,gender,is_student,first_higher_education_course,school_background,marital_status,is_orphan,is_destitute,occupation_category,wet_land_acres,dry_land_acres
C000124,23,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000125,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000126,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000127,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000128,22,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000129,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000130,18,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000131,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000132,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000133,22,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000134,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000135,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000136,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000137,22,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000138,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000139,24,female,true,true,government_6_to_12,widow_remarrying,false,false,other,0.0,0.0
C000140,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000141,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000142,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000143,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000144,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000145,22,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000146,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000147,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000148,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000149,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000150,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000151,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000152,21,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000153,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000154,24,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000155,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000156,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000157,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000158,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000159,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000160,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000161,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000162,23,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000163,18,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000164,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000165,23,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000166,24,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000167,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000168,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000169,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000170,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000171,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000172,22,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000173,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000174,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000175,19,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000176,24,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000177,18,female,true,true,government_6_to_12,married,true,false,other,0.0,0.0
C000178,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000179,20,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000180,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000181,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000182,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000183,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000184,18,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000185,23,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000186,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000187,19,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000188,21,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000189,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000190,22,female,true,true,government_6_to_12,married,true,true,other,0.0,0.0
C000191,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000192,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000193,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000194,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000195,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000196,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000197,23,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000198,23,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000199,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000200,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000201,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000202,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000203,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000204,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000205,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000206,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000207,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000208,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000209,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000210,24,female,true,true,government_6_to_12,widow_remarrying,false,true,other,0.0,0.0
C000211,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000212,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000213,21,female,true,true,government_6_to_12,never_married,true,true,other,0.0,0.0
C000214,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000215,19,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000216,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000217,20,female,true,true,government_6_to_12,widow_remarrying,false,false,other,0.0,0.0
C000218,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000219,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000220,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000221,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000222,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000223,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000224,20,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000225,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000226,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000227,19,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000228,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000229,24,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000230,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000231,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000232,22,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000233,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000234,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000235,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000236,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000237,22,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000238,23,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000239,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000240,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000241,21,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000242,23,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000243,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000244,19,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000245,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000246,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000247,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000248,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000249,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000250,19,female,true,true,government_6_to_12,married,false,true,other,0.0,0.0
C000251,22,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000252,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000253,24,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000254,19,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000255,19,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000256,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000257,23,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000258,21,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000259,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000260,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000261,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000262,23,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000263,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000264,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000265,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000266,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000267,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000268,19,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000269,23,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000270,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000271,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000272,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000273,21,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000274,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000275,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000276,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000277,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000278,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000279,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000280,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000281,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000282,23,female,true,true,government_6_to_12,married,true,true,other,0.0,0.0
C000283,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000284,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000285,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000286,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000287,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000288,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000289,18,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000290,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000291,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000292,18,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000293,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000294,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000295,21,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000296,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000297,20,female,true,true,government_6_to_12,never_married,true,true,other,0.0,0.0
C000298,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000299,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000300,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000301,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000302,22,female,true,true,government_6_to_12,widow,false,true,other,0.0,0.0
C000303,24,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000304,21,female,true,true,government_6_to_12,widow,false,false,other,0.0,0.0
C000305,21,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000306,18,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000307,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000308,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000309,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000310,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000311,20,female,true,true,government_6_to_12,widow_remarrying,false,false,other,0.0,0.0
C000312,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000313,24,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000314,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000315,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000316,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000317,23,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000318,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000319,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000320,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000321,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000322,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000323,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000324,21,female,true,true,government_6_to_12,widow,false,false,other,0.0,0.0
C000325,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000326,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000327,20,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000328,24,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000329,21,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000330,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000331,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000332,23,female,true,true,government_6_to_12,widow_remarrying,false,false,other,0.0,0.0
C000333,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000334,21,female,true,true,government_6_to_12,married,false,true,other,0.0,0.0
C000335,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000336,24,female,true,true,government_6_to_12,married,false,false,other,0.0,0.0
C000337,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000338,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000339,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000340,18,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000341,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000342,24,female,true,true,government_6_to_12,never_married,true,true,other,0.0,0.0
C000343,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000344,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000345,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000346,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000347,19,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000348,20,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000349,18,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000350,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000351,20,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
C000352,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000353,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000354,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000355,22,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000356,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000357,24,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000358,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000359,24,female,true,true,government_6_to_12,married,false,true,other,0.0,0.0
C000360,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000361,18,female,true,true,government_6_to_12,widow_remarrying,false,false,other,0.0,0.0
C000362,20,female,true,true,government_6_to_12,never_married,false,true,other,0.0,0.0
C000363,23,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000364,18,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000365,21,female,true,true,government_6_to_12,never_married,false,false,other,0.0,0.0
C000366,21,female,true,true,government_6_to_12,never_married,true,false,other,0.0,0.0
